,text,external_id,error,classifications,error_detail
513, nrmorrow can stop thinking about my dad saying his company mandates that everyone in zoom meeting wear collared shirt fashio ,,False,"[{'tag_name': 'Positive', 'tag_id': 122921383, 'confidence': 0.573}]",
514,,,True,,"Invalid text, empty strings are not allowed"
515, kolayokunjr please join us tomorrow as the staten island mbk high school seniors read to the students of ps about covid https ,,False,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.933}]",
516,,,True,,"Invalid text, empty strings are not allowed"
517, fperez_org dear zoom_us it seems like you need to update your unicode support your auto generated calendar entries look like thi ,,False,"[{'tag_name': 'Negative', 'tag_id': 122921385, 'confidence': 0.893}]",
518,,,True,,"Invalid text, empty strings are not allowed"
519,tell me why this girl deadass put zoom meeting in my calendar for catching up ,,False,"[{'tag_name': 'Negative', 'tag_id': 122921385, 'confidence': 0.505}]",
520,,,True,,"Invalid text, empty strings are not allowed"
521,so today hiked during zoom_us meeting in beautiful billerica it a gift give myself every day ,,False,"[{'tag_name': 'Positive', 'tag_id': 122921383, 'confidence': 0.711}]",
522,,,True,,"Invalid text, empty strings are not allowed"
523,eavesdropping on family member church zoom meeting to plan reopening and it rules how many people are saying it ,,False,"[{'tag_name': 'Negative', 'tag_id': 122921385, 'confidence': 0.357}]",
524,,,True,,"Invalid text, empty strings are not allowed"
525,staying up all night with god to create this craft for my first zoom meeting ,,False,"[{'tag_name': 'Positive', 'tag_id': 122921383, 'confidence': 0.738}]",
526,,,True,,"Invalid text, empty strings are not allowed"
527, jake_joh had great one on one zoom meeting with coachpcrowley from cnu really impressed with the football technology used in the ,,False,"[{'tag_name': 'Positive', 'tag_id': 122921383, 'confidence': 0.995}]",
528,,,True,,"Invalid text, empty strings are not allowed"
529, rac_kilifi rac kilifi is inviting you to scheduled zoom meeting game night trivia time friday th may pm pm eat ,,False,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.756}]",
530,,,True,,"Invalid text, empty strings are not allowed"
531, paisboa we are proud to partner with advischools and paispa to bring saisnews debra wilson planning for reopening session to our ,,False,"[{'tag_name': 'Positive', 'tag_id': 122921383, 'confidence': 0.93}]",
532,,,True,,"Invalid text, empty strings are not allowed"
533, markmelonn hii m good just finished zoom meeting lol how are you ,,False,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.751}]",
534,,,True,,"Invalid text, empty strings are not allowed"
535,week day it all about the zoom meetings productive trauma task force meeting followed by iep meetings ,,False,"[{'tag_name': 'Negative', 'tag_id': 122921385, 'confidence': 0.581}]",
536,,,True,,"Invalid text, empty strings are not allowed"
537, ericaforussen join me next wednesday at pm for virtual public forum to discuss my experience in depth and provide more witness ,,False,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.692}]",
538,,,True,,"Invalid text, empty strings are not allowed"
539, fperez_org hey zoom_us is there really no way to edit an existing recurring event to add co hosts after creating it it seems onl ,,False,"[{'tag_name': 'Negative', 'tag_id': 122921385, 'confidence': 0.985}]",
540,,,True,,"Invalid text, empty strings are not allowed"
541,join me tomorrow may th at am live on zoom join zoom meeting ,,False,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.692}]",
542,,,True,,"Invalid text, empty strings are not allowed"
543, the_sparker screen capture with quicktime or you can record zoom meeting camtasia is also an option,,False,"[{'tag_name': 'Positive', 'tag_id': 122921383, 'confidence': 0.46}]",
544,,,True,,"Invalid text, empty strings are not allowed"
545,this monday city council meeting will be held via zoom and streamed live on youtube link will be sent out on ,,False,"[{'tag_name': 'Negative', 'tag_id': 122921385, 'confidence': 0.664}]",
546,,,True,,"Invalid text, empty strings are not allowed"
547, laur_berger info for deaf hh ppl if you re stuck in the middle of hearing centric zoom calls that aren inclusive read no asl engl ,,False,"[{'tag_name': 'Positive', 'tag_id': 122921383, 'confidence': 0.591}]",
548,,,True,,"Invalid text, empty strings are not allowed"
549,had great one on one zoom meeting with coachpcrowley from cnu really impressed with the football technology use ,,False,"[{'tag_name': 'Positive', 'tag_id': 122921383, 'confidence': 0.99}]",
550,,,True,,"Invalid text, empty strings are not allowed"
551,amazing to have the attendance peak at people on this zoom meeting today covid impact on silicon valley ,,False,"[{'tag_name': 'Positive', 'tag_id': 122921383, 'confidence': 0.896}]",
552,,,True,,"Invalid text, empty strings are not allowed"
553, have an am cpr class to attend in the morning plus zoom meeting and test to complete by monday ,,False,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.765}]",
554,,,True,,"Invalid text, empty strings are not allowed"
555, gagarevolution_ hey bbys ve set up zoom meeting to host chromatica listening party on friday if you would be interested in ,,False,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.608}]",
556,,,True,,"Invalid text, empty strings are not allowed"
557, jarettsays today zoom meeting theme was favorite musician so naturally had to pick my queen kellyclarkson https co whhaue ,,False,"[{'tag_name': 'Positive', 'tag_id': 122921383, 'confidence': 0.639}]",
558,,,True,,"Invalid text, empty strings are not allowed"
559,petition to replace on zoom meeting with doing zoomies in our vid lexicon ,,False,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.638}]",
560,,,True,,"Invalid text, empty strings are not allowed"
561, noce_edu fullerton college will be hosting virtual career and internship fair on wednesday june from m m this ,,False,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.575}]",
562,,,True,,"Invalid text, empty strings are not allowed"
563,zoom meeting on my sunny verandah looking fabulous stayhome ,,False,"[{'tag_name': 'Positive', 'tag_id': 122921383, 'confidence': 0.577}]",
564,,,True,,"Invalid text, empty strings are not allowed"
565, communistsusa are you interested in joining the fight to abolish the prison industrial complex join the communist party peoplesworl ,,False,"[{'tag_name': 'Negative', 'tag_id': 122921385, 'confidence': 0.686}]",
566,,,True,,"Invalid text, empty strings are not allowed"
567, gagarevolution_ hey bbys ve set up zoom meeting to host chromatica listening party on friday if you would be interested in ,,False,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.608}]",
568,,,True,,"Invalid text, empty strings are not allowed"
569, communistsusa join us on wednesday june rd at pm eastern for discussion on anti imperialism and the international youth resp ,,False,"[{'tag_name': 'Positive', 'tag_id': 122921383, 'confidence': 0.635}]",
570,,,True,,"Invalid text, empty strings are not allowed"
571, had to explain today in zoom meeting what blm was and why people are upset and ,,False,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.632}]",
572,,,True,,"Invalid text, empty strings are not allowed"
573, wbbearssoftball on sunday may th at pm there will be mandatory player and parent zoom meeting to discuss return to play protoc ,,False,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.723}]",
574,,,True,,"Invalid text, empty strings are not allowed"
575,have zoom meeting at am gonna hate myself in the morning ,,False,"[{'tag_name': 'Positive', 'tag_id': 122921383, 'confidence': 0.829}]",
576,,,True,,"Invalid text, empty strings are not allowed"
577,this sunday our youth self advocates group began what we plan will continue as bimonthly zoom meetings we particip ,,False,"[{'tag_name': 'Positive', 'tag_id': 122921383, 'confidence': 0.847}]",
578,,,True,,"Invalid text, empty strings are not allowed"
579, coachhyer great night meeting with the dline quick review some new info and some film thanks to marlemlouis for the quick talk ,,False,"[{'tag_name': 'Positive', 'tag_id': 122921383, 'confidence': 0.988}]",
580,,,True,,"Invalid text, empty strings are not allowed"
581,suicide pill between my teeth during every zoom meeting,,False,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.639}]",
582,,,True,,"Invalid text, empty strings are not allowed"
583, dsamembers adsp still time to register for this meeting hope to see you there ,,False,"[{'tag_name': 'Positive', 'tag_id': 122921383, 'confidence': 0.518}]",
584,,,True,,"Invalid text, empty strings are not allowed"
585, fperez_org dear zoom_us it seems like you need to update your unicode support your auto generated calendar entries look like thi ,,False,"[{'tag_name': 'Negative', 'tag_id': 122921385, 'confidence': 0.893}]",
586,,,True,,"Invalid text, empty strings are not allowed"
587, halemcgranahan will muschamp hosted zoom meeting with the parents of south carolina returning players to share the specifics abou ,,False,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.803}]",
588,,,True,,"Invalid text, empty strings are not allowed"
589,still time to register for this meeting hope to see you there ,,False,"[{'tag_name': 'Positive', 'tag_id': 122921383, 'confidence': 0.678}]",
590,,,True,,"Invalid text, empty strings are not allowed"
591,while cleaning closets found son pre time capsule as he was on zoom meeting doing his final class presentati ,,False,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.662}]",
592,,,True,,"Invalid text, empty strings are not allowed"
593,nevermind did it me trying to leave company zoom meeting ,,False,"[{'tag_name': 'Negative', 'tag_id': 122921385, 'confidence': 0.59}]",
594,,,True,,"Invalid text, empty strings are not allowed"
595,great night meeting with the dline quick review some new info and some film thanks to marlemlouis for the quic ,,False,"[{'tag_name': 'Positive', 'tag_id': 122921383, 'confidence': 0.998}]",
596,,,True,,"Invalid text, empty strings are not allowed"
597,good night am inviting you to very special meeting via zoom on friday pm am inviting you please bring f ,,False,"[{'tag_name': 'Positive', 'tag_id': 122921383, 'confidence': 0.973}]",
598,,,True,,"Invalid text, empty strings are not allowed"
599, thebigspur will muschamp is on the same page with his players parents after zoom meeting on wednesday night https co qoifq ,,False,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.702}]",
600,,,True,,"Invalid text, empty strings are not allowed"
601, liddleworks stephenirving yes aside from better orientation to meeting settings etc it is not zoom fatigue it ,,False,"[{'tag_name': 'Negative', 'tag_id': 122921385, 'confidence': 0.946}]",
602,,,True,,"Invalid text, empty strings are not allowed"
603, _us all together now cheer on k from afar as we look to bounce back on saturday against werderbremen_en regi ,,False,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.615}]",
604,,,True,,"Invalid text, empty strings are not allowed"
605, its_justlovely thank you for the zoom meeting you are great host it was great listening in and hearing from fellow wrestling fans,,False,"[{'tag_name': 'Positive', 'tag_id': 122921383, 'confidence': 0.991}]",
606,,,True,,"Invalid text, empty strings are not allowed"
607,the fresh cut was mandatory looking good can wait to see everyone hair tomorrow night if you haven alre ,,False,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.689}]",
608,,,True,,"Invalid text, empty strings are not allowed"
609, millioncupskzo did you miss our zoom meeting on may the beauty of technology means you can hear ron talk about ron beans at our ,,False,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.719}]",
610,,,True,,"Invalid text, empty strings are not allowed"
611,just woke up zoom meeting am pit senyor taga bacong ,,False,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.806}]",
612,,,True,,"Invalid text, empty strings are not allowed"
613,join us for our virtual june birthday celebration on june rd at pm est from the comfort of your own sc ,,False,"[{'tag_name': 'Positive', 'tag_id': 122921383, 'confidence': 0.997}]",
614,,,True,,"Invalid text, empty strings are not allowed"
615, coachdj_b week zoom defensive clinic friday tomorrow am central time open forum please like or dm me for ,,False,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.634}]",
616,,,True,,"Invalid text, empty strings are not allowed"
617,does anyone else zoom ever freak out and be like no you are not joining this meeting ,,False,"[{'tag_name': 'Negative', 'tag_id': 122921385, 'confidence': 0.936}]",
618,,,True,,"Invalid text, empty strings are not allowed"
619, cudlitz had wonderful evening in tkaa fan zoom meeting with tim doyle much love for you and the rest of the ,,False,"[{'tag_name': 'Positive', 'tag_id': 122921383, 'confidence': 0.999}]",
620,,,True,,"Invalid text, empty strings are not allowed"
621, coachdj_b week zoom defensive clinic friday tomorrow am central time open forum please like or dm me for ,,False,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.634}]",
622,,,True,,"Invalid text, empty strings are not allowed"
623, jibreeljalloh hello just saw this sorry try this let me know how it goes ,,False,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.811}]",
624,,,True,,"Invalid text, empty strings are not allowed"
625, joining zoom didactic session me sorry m late my other meeting ran long steven in the background with ,,False,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.634}]",
626,,,True,,"Invalid text, empty strings are not allowed"
627, latenightseth wish you would stop remarking on senior citizens lack of tech savvy invited you to join my bro ,,False,"[{'tag_name': 'Negative', 'tag_id': 122921385, 'confidence': 0.904}]",
628,,,True,,"Invalid text, empty strings are not allowed"
629, straighthart smcelhaney gmail com in the live zoom meeting can get the book send the book to the people in the zoom webinar ,,False,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.827}]",
630,,,True,,"Invalid text, empty strings are not allowed"
631, thephantomfriar pcbobdriscoll asked that question during the zoom meeting m assuming more info to follow ,,False,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.868}]",
632,,,True,,"Invalid text, empty strings are not allowed"
633,week zoom defensive clinic friday tomorrow am central time open forum please like or dm ,,False,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.74}]",
634,,,True,,"Invalid text, empty strings are not allowed"
635, liveaction dsengeh sierra leone politician and father carries his month old daughter on his back while working from home he ,,False,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.409}]",
636,,,True,,"Invalid text, empty strings are not allowed"
637, thatonequeen feel so powerful as the host of zoom meeting when hover my finger over the mute all button feel like wizard ,,False,"[{'tag_name': 'Negative', 'tag_id': 122921385, 'confidence': 0.392}]",
638,,,True,,"Invalid text, empty strings are not allowed"
639,both kang ha neul and george mackay don have instagram because they are not good at it yes like kang ha neul i ,,False,"[{'tag_name': 'Positive', 'tag_id': 122921383, 'confidence': 0.627}]",
640,,,True,,"Invalid text, empty strings are not allowed"
641,so am waiting on this online meeting for work and so far we ve wasted close to mins trying to get everyone on ,,False,"[{'tag_name': 'Negative', 'tag_id': 122921385, 'confidence': 0.659}]",
642,,,True,,"Invalid text, empty strings are not allowed"
643, onceagainpac starting in hours new mexico voters please join us tonight at pm mt register at we are onc ,,False,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.658}]",
644,,,True,,"Invalid text, empty strings are not allowed"
645, laur_berger info for deaf hh ppl if you re stuck in the middle of hearing centric zoom calls that aren inclusive read no asl engl ,,False,"[{'tag_name': 'Positive', 'tag_id': 122921383, 'confidence': 0.591}]",
646,,,True,,"Invalid text, empty strings are not allowed"
647, chikaatganap see you tomorrow misskareee and aljonmendoza_ on our zoom meeting presscon for labyu hehe don forget to subscribe ,,False,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.771}]",
648,,,True,,"Invalid text, empty strings are not allowed"
649, zoom zoomcodes zoommeeting zoom meeting join noww meeting id password vm ap english only and joi ,,False,"[{'tag_name': 'Negative', 'tag_id': 122921385, 'confidence': 0.882}]",
650,,,True,,"Invalid text, empty strings are not allowed"
651, zoom meeting fatigue and howto avoid it ,,False,"[{'tag_name': 'Negative', 'tag_id': 122921385, 'confidence': 0.713}]",
652,,,True,,"Invalid text, empty strings are not allowed"
653,how to join zoom meeting in style on serious note special thanks to all of the sdce classified professiona ,,False,"[{'tag_name': 'Positive', 'tag_id': 122921383, 'confidence': 0.706}]",
654,,,True,,"Invalid text, empty strings are not allowed"
655, ddale m in zoom meeting with joe biden the contrast between the jerk in the wh and jb unspeakable ,,False,"[{'tag_name': 'Positive', 'tag_id': 122921383, 'confidence': 0.401}]",
656,,,True,,"Invalid text, empty strings are not allowed"
657, waywardwinifred today is the last day to request your mail in ballot and vote for bernie in new mexico if you are looking for more in ,,False,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.642}]",
658,,,True,,"Invalid text, empty strings are not allowed"
659, littlejohnslori stirlingbryan doing hospital stuff because was on hospital zoom meeting ,,False,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.723}]",
660,,,True,,"Invalid text, empty strings are not allowed"
661,hi sir and madam the very best nutrition class today evening pm zoom meeting your interest helthely nutrition info ,,False,"[{'tag_name': 'Positive', 'tag_id': 122921383, 'confidence': 0.918}]",
662,,,True,,"Invalid text, empty strings are not allowed"
663, laur_berger info for deaf hh ppl if you re stuck in the middle of hearing centric zoom calls that aren inclusive read no asl engl ,,False,"[{'tag_name': 'Positive', 'tag_id': 122921383, 'confidence': 0.591}]",
664,,,True,,"Invalid text, empty strings are not allowed"
665,for those that want to attend virtually topic justice for como virtual march time may am amp pm cen ,,False,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.551}]",
666,,,True,,"Invalid text, empty strings are not allowed"
667,wow reinforcing the need to think radically about solutions join speduwonk and others to discuss tomorrow am ,,False,"[{'tag_name': 'Positive', 'tag_id': 122921383, 'confidence': 0.453}]",
668,,,True,,"Invalid text, empty strings are not allowed"
669,the students in miss monroe pm preschool class had visit from our music teacher mr heath who joined us for our ,,False,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.716}]",
670,,,True,,"Invalid text, empty strings are not allowed"
671, pattonoswalt my daughter class is learning about the great depression so they all watched the journey of natty gann and they re abou ,,False,"[{'tag_name': 'Positive', 'tag_id': 122921383, 'confidence': 0.968}]",
672,,,True,,"Invalid text, empty strings are not allowed"
673,my nd zoom meeting for our union like this zoom ,,False,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.642}]",
674,,,True,,"Invalid text, empty strings are not allowed"
675,we have habit of making podcasts that go on bit but today we found the secret to recording short podcast ,,False,"[{'tag_name': 'Positive', 'tag_id': 122921383, 'confidence': 0.539}]",
676,,,True,,"Invalid text, empty strings are not allowed"
677, huskybaseballnp zoom meeting is at am tomorrow the invite is sent to all players and parents if you re unable to attend addit ,,False,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.688}]",
678,,,True,,"Invalid text, empty strings are not allowed"
679, abealarcon bless you abe in your daily service to god his people and to our christianeducators each week am ,,False,"[{'tag_name': 'Positive', 'tag_id': 122921383, 'confidence': 0.663}]",
680,,,True,,"Invalid text, empty strings are not allowed"
681, theoliveknife waiting for rahulgandhi zoom meeting ,,False,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.746}]",
682,,,True,,"Invalid text, empty strings are not allowed"
683, fekkledfudge not indulging in nothingness but after day of teaching via zoom then parenting then meeting duri ,,False,"[{'tag_name': 'Negative', 'tag_id': 122921385, 'confidence': 0.991}]",
684,,,True,,"Invalid text, empty strings are not allowed"
685, pattonoswalt my daughter class is learning about the great depression so they all watched the journey of natty gann and they re abou ,,False,"[{'tag_name': 'Positive', 'tag_id': 122921383, 'confidence': 0.968}]",
686,,,True,,"Invalid text, empty strings are not allowed"
687, kymmballard time is running out friday may th noon eastern time dr kymm ballard teaching tips for veteran amp ne ,,False,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.863}]",
688,,,True,,"Invalid text, empty strings are not allowed"
689, freemasonrynetw an interview with andrey bogdanov about freemasons in russia the popularity of freemasonry in the coronacrisis an ,,False,"[{'tag_name': 'Negative', 'tag_id': 122921385, 'confidence': 0.68}]",
690,,,True,,"Invalid text, empty strings are not allowed"
691,attended local party committee meeting for the first time today reinforced the idea that it virtually impossib ,,False,"[{'tag_name': 'Negative', 'tag_id': 122921385, 'confidence': 0.702}]",
692,,,True,,"Invalid text, empty strings are not allowed"
693,kid is having her last choir zoom meeting of the school year inspirechoir,,False,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.783}]",
694,,,True,,"Invalid text, empty strings are not allowed"
695,last few hours to register for the iscwebinar and join colleagues from countries who already registered ,,False,"[{'tag_name': 'Negative', 'tag_id': 122921385, 'confidence': 0.705}]",
696,,,True,,"Invalid text, empty strings are not allowed"
697,our annual meeting is coming up join us june th at pm on zoom to go over the past year and make plans for ,,False,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.709}]",
698,,,True,,"Invalid text, empty strings are not allowed"
699,zoom meeting with my professor and she not even on time ,,False,"[{'tag_name': 'Negative', 'tag_id': 122921385, 'confidence': 0.601}]",
700,,,True,,"Invalid text, empty strings are not allowed"
701, charitydodd friends join me on wednesday at pm et for free workshop to discuss creating playlists for self paced learning ,,False,"[{'tag_name': 'Positive', 'tag_id': 122921383, 'confidence': 0.543}]",
702,,,True,,"Invalid text, empty strings are not allowed"
703,did my first zoom na meeting and that was pretty cool start chairing for my home group back home on monday nights ,,False,"[{'tag_name': 'Positive', 'tag_id': 122921383, 'confidence': 0.791}]",
704,,,True,,"Invalid text, empty strings are not allowed"
705, chipubschools capital meeting on zoom tonight was filled with great information thanks to docswin adrian_sgr ,,False,"[{'tag_name': 'Positive', 'tag_id': 122921383, 'confidence': 0.773}]",
706,,,True,,"Invalid text, empty strings are not allowed"
707, laur_berger info for deaf hh ppl if you re stuck in the middle of hearing centric zoom calls that aren inclusive read no asl engl ,,False,"[{'tag_name': 'Positive', 'tag_id': 122921383, 'confidence': 0.591}]",
708,,,True,,"Invalid text, empty strings are not allowed"
709, laur_berger info for deaf hh ppl if you re stuck in the middle of hearing centric zoom calls that aren inclusive read no asl engl ,,False,"[{'tag_name': 'Positive', 'tag_id': 122921383, 'confidence': 0.591}]",
710,,,True,,"Invalid text, empty strings are not allowed"
711,save the date saturday june am to noon for our monthly edc membership meeting members look for your ,,False,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.711}]",
712,,,True,,"Invalid text, empty strings are not allowed"
713, hernandezjh we had an amazing zoom meeting today with yeafrog and learned so much about the effects of carbonic acid in our oceans ,,False,"[{'tag_name': 'Positive', 'tag_id': 122921383, 'confidence': 0.962}]",
714,,,True,,"Invalid text, empty strings are not allowed"
715, drsalinaslab save the dates june and will be dedicated to our annual north american comparative immunology meeting only trainees ,,False,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.445}]",
716,,,True,,"Invalid text, empty strings are not allowed"
717, statboy_steven just had zoom call with zac jones great kid interesting conversation made me feel old for suggesting skype at firs ,,False,"[{'tag_name': 'Positive', 'tag_id': 122921383, 'confidence': 0.704}]",
718,,,True,,"Invalid text, empty strings are not allowed"
719, jesustoots when they just drop bomb emojis in the zoom meeting ,,False,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.727}]",
720,,,True,,"Invalid text, empty strings are not allowed"
721,big thx to rmounce for our combined basketball and baseball zoom meeting today hope our players realize it a ,,False,"[{'tag_name': 'Positive', 'tag_id': 122921383, 'confidence': 0.936}]",
722,,,True,,"Invalid text, empty strings are not allowed"
723, res_australes new dates amphorae annual meeting of postgraduates in hellenic or roman antiquities amp egypt now online se ,,False,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.405}]",
724,,,True,,"Invalid text, empty strings are not allowed"
725, araoameny ugandans in the washington dc maryland and virginia area we have zoom meeting for people power movement supporters ever ,,False,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.574}]",
726,,,True,,"Invalid text, empty strings are not allowed"
727, cvdnce nd class may th pm ct free yh themed ballet class join us for an introductory ballet class using music from yuzuru ,,False,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.623}]",
728,,,True,,"Invalid text, empty strings are not allowed"
729, cvdnce st class may nd pm ct free lecture highlighting the similarities between ballet and yuzuru skating will also exp ,,False,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.502}]",
730,,,True,,"Invalid text, empty strings are not allowed"
731, edit_susan no we finally agreed on our number this evening and then my wife popped in while am sitting on this ,,False,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.483}]",
732,,,True,,"Invalid text, empty strings are not allowed"
733, trophywifedayna did until yesterday because told him to go fuck himself in our zoom meeting ,,False,"[{'tag_name': 'Negative', 'tag_id': 122921385, 'confidence': 0.513}]",
734,,,True,,"Invalid text, empty strings are not allowed"
735,glad zoom meeting gpsd ,,False,"[{'tag_name': 'Positive', 'tag_id': 122921383, 'confidence': 0.921}]",
736,,,True,,"Invalid text, empty strings are not allowed"
737,evening all was on zoom meeting what are the nitwits going too burn down or grab tonight tucker,,False,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.712}]",
738,,,True,,"Invalid text, empty strings are not allowed"
739,an invitation from thomas_theis call for abstracts virtual parahydrogen enhanced resonance meeting st ,,False,"[{'tag_name': 'Positive', 'tag_id': 122921383, 'confidence': 0.581}]",
740,,,True,,"Invalid text, empty strings are not allowed"
741,signed off nearly every zoom meeting today with stream chromatica at midnight ,,False,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.786}]",
742,,,True,,"Invalid text, empty strings are not allowed"
743, arkeithperkins join us tomorrow for the fend open forum aubree hawley sarah jones discuss food safety nutrition amp sleep amp ,,False,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.701}]",
744,,,True,,"Invalid text, empty strings are not allowed"
745, malar ne hmu if you re interested in helping write petition to oppose this meeting via zoom at pm pacific pm eastern tonight ,,False,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.721}]",
746,,,True,,"Invalid text, empty strings are not allowed"
747, hopeandhealfund don forget to join our covid webinar series when two public health crises collide tomorrow at am pst join promp ,,False,"[{'tag_name': 'Positive', 'tag_id': 122921383, 'confidence': 0.543}]",
748,,,True,,"Invalid text, empty strings are not allowed"
749, laur_berger info for deaf hh ppl if you re stuck in the middle of hearing centric zoom calls that aren inclusive read no asl engl ,,False,"[{'tag_name': 'Positive', 'tag_id': 122921383, 'confidence': 0.591}]",
750,,,True,,"Invalid text, empty strings are not allowed"
751, chikaatganap see you tomorrow misskareee and aljonmendoza_ on our zoom meeting presscon for labyu hehe don forget to subscribe ,,False,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.771}]",
752,,,True,,"Invalid text, empty strings are not allowed"
753,tonight attended great cdpug members showcase thank you to the organizers excellent event past cdpug ,,False,"[{'tag_name': 'Positive', 'tag_id': 122921383, 'confidence': 0.918}]",
754,,,True,,"Invalid text, empty strings are not allowed"
755,some say wmn are busy at home wmn taking care of the kids women don have time for politics not likely ,,False,"[{'tag_name': 'Negative', 'tag_id': 122921385, 'confidence': 0.711}]",
756,,,True,,"Invalid text, empty strings are not allowed"
757,thank you coach_butts and lfc_football for the great zoom meeting tonight ,,False,"[{'tag_name': 'Positive', 'tag_id': 122921383, 'confidence': 0.985}]",
758,,,True,,"Invalid text, empty strings are not allowed"
759,just got off zoom meeting with the myers park high school football team led by scotchadwick love when coach ,,False,"[{'tag_name': 'Positive', 'tag_id': 122921383, 'confidence': 0.96}]",
760,,,True,,"Invalid text, empty strings are not allowed"
761,june the casita maria book club starts dealing in dreams by lilliam rivera lilliam will join the chat on ,,False,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.517}]",
762,,,True,,"Invalid text, empty strings are not allowed"
763,the students in miss monroe pm preschool class had visit from mr brett who joined us for our zoom meeting toda ,,False,"[{'tag_name': 'Positive', 'tag_id': 122921383, 'confidence': 0.811}]",
764,,,True,,"Invalid text, empty strings are not allowed"
765,the number of times my laptop decides to restart during zoom meeting is ridiculous,,False,"[{'tag_name': 'Negative', 'tag_id': 122921385, 'confidence': 0.985}]",
766,,,True,,"Invalid text, empty strings are not allowed"
767,zoom meeting with the dean of the college of engineering tomorrow ,,False,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.875}]",
768,,,True,,"Invalid text, empty strings are not allowed"
769,we have rescheduled our spring board meeting for june rd at pm due covid crisis we will be meeting via ,,False,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.546}]",
770,,,True,,"Invalid text, empty strings are not allowed"
771,when your principal of days makes it priority to join your last zoom_us meeting zoom_us please make your ,,False,"[{'tag_name': 'Positive', 'tag_id': 122921383, 'confidence': 0.522}]",
